,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
North_Caucasian,0.02379538238080421,0.0027191335159682793,-0.015829111899970535,0.026491269604914137,-0.005838944065549355,0.040267805615343565,-0.013776654823588249,0.01584169501984687,-0.027997182931415725,-0.02622920080080432,-0.09581294565062437,0.005047322710596432,-0.01366618327372892,0.03090673215615948,0.050243567313780234,0.002791753437112431,-0.048523545258316224,-0.025595979830237828,-0.012227192678973623,0.024407082298543173,-0.1594145930433197,0.057011271691354524,-0.047509670692150674,-0.027082750924607223,0.04235444587756216
North_Sea,0.02394874663658043,0.00309809885290621,-0.01483052993566205,0.027333392176576855,-0.00483411249879883,0.04049956283965535,-0.013786585235311724,0.015978299523869737,-0.027093831291786906,-0.025778434649630175,-0.09594975572305506,0.005037628197442653,-0.013590566197093194,0.030687742741191584,0.050558384861709126,0.003001896758764832,-0.04891491923028104,-0.025448138771624322,-0.011919973936250527,0.024333500115866425,-0.159251808766676,0.05734727766509791,-0.047715348232807805,-0.02697276803050679,0.04244117816591549
Northeast_African,0.019791979333946472,0.0027875310059339597,-0.015926408084891056,0.025156433669064407,-0.005067062937412132,0.03957352723056641,-0.014464042931835048,0.015989824767067538,-0.025166924341917134,-0.02586882541516282,-0.09561409129060323,0.004561225077869201,-0.012606644330930271,0.03086752546010204,0.050668346869912166,0.002441450919182355,-0.04830339822971757,-0.025988991782276323,-0.012994051398790531,0.024595963166072026,-0.15938346995164887,0.0563145510431898,-0.0470949032644069,-0.02728134675087544,0.04252188581075299
Oceanian,0.02210803060419639,-0.0008325610297126813,-0.018274748518541075,0.029706742155126347,-0.003111083289105208,0.03503079249089664,-0.013905397600841475,0.015963160814482114,-0.02745189485157158,-0.02567062758111528,-0.09598818749685756,0.004937719363362087,-0.013472957767615173,0.031036125604788363,0.04992807065197835,0.002864699406978992,-0.048516306859180375,-0.02555673339358284,-0.01212552607633759,0.024211576763138218,-0.15928154272487255,0.05702664946079987,-0.047610804425546334,-0.02728076277704222,0.04251232138379342
Omotic,0.018571741117883733,0.0024376641687181536,-0.016398177475165206,0.026825172666986617,-0.005601759907255022,0.04076261419658447,-0.012840194537891246,0.015489208456665132,-0.02676830814774461,-0.027255086818729693,-0.09684452400813516,0.004550904844587716,-0.01475039098993947,0.030226152959917985,0.050392584315930675,0.003599109066907233,-0.04712736982665391,-0.024322267351036642,-0.01035953370872047,0.02308422348425975,-0.1606301441596285,0.058741069802453826,-0.048454366796721125,-0.02819950594655353,0.04281828050089307
Pygmy,0.015733564755443526,0.0023691005993861135,-0.01534386557696464,0.026896395103968594,-0.005177530218957522,0.040309159641792575,-0.011835717359654633,0.014393176285335462,-0.02725552572269811,-0.02512260822743654,-0.0956130897371446,0.0032484834800959755,-0.014061275161345858,0.03104277735050016,0.04995317365404563,0.0028485723574631105,-0.04852817571750354,-0.025874194398243053,-0.012005406751191649,0.024220513310498026,-0.1592669610506343,0.05697906611273084,-0.047639591278121174,-0.027287106914031786,0.04242966491525615
Siberian,0.023047420138290996,-0.002461309933028621,-0.01419469083230146,0.026579582965155984,-0.0066779914513259795,0.039444451720618244,-0.013755287993654665,0.01611844604479487,-0.026814399978584834,-0.025478557920295825,-0.09517340860684673,0.004977204101320148,-0.01351169534099409,0.030859156650457607,0.04976085680880945,0.002773474412982448,-0.04851144613084856,-0.025406054427459752,-0.01178452707278209,0.02436986996955093,-0.1590649468795729,0.056622806528732236,-0.04751367630289367,-0.027188749443767438,0.042651865632444566
South_Asian,0.023021793359561595,0.00046230852501802356,-0.01771665712950155,0.028320073059911466,-0.006232665980232267,0.04115442422740913,-0.013958087059606534,0.01610159495629403,-0.026231034790049144,-0.024996139739623932,-0.09610655386672882,0.004881045615693367,-0.013383053883887048,0.031010019475590837,0.049667295260719245,0.0026676647967626825,-0.04846176432526181,-0.025633666491215342,-0.01222637994084453,0.0243498800584447,-0.15923931258026494,0.05745627560639805,-0.047459702566227384,-0.02721113152326401,0.04317413046572398
South_Central_Asian,0.02335413272662776,0.0018579783199377713,-0.016641165161098058,0.02713138096920846,-0.006024317862478446,0.04062259906920139,-0.013820585353592927,0.015943291921049988,-0.027268037212324167,-0.025763294143777784,-0.09585491707217764,0.004901075163988616,-0.013460746429425598,0.030930799697331667,0.05012499758258571,0.003134264956897686,-0.0485879013576778,-0.025506616160519188,-0.012065584570564827,0.02398897338049478,-0.15936197482732908,0.05686548546641798,-0.04762103874677097,-0.027419941313237644,0.042522695229344674
South_Chinese,0.02277050359860352,-0.0029784474608758418,-0.015888705731235814,0.025847845409893027,-0.004076144596016847,0.040832211429177485,-0.01392797217090148,0.01576794481101697,-0.02723671802100945,-0.025698929112598128,-0.09620468467320893,0.00484407880373863,-0.013358643672032681,0.03087861818045232,0.04975559059934658,0.0029147176096139533,-0.048432869996655754,-0.02553039731412397,-0.012271266188235961,0.023937687386751658,-0.15896690181077347,0.057370013512483005,-0.04714091970107871,-0.027294846582579444,0.04292179349083367
Volga-Ural,0.024034537678030068,0.0013269029740924552,-0.014232299995622701,0.0275813313138592,-0.006065319698523436,0.04020781750707921,-0.01338939332079597,0.01658816557213582,-0.027372779132327208,-0.02653664289754463,-0.09526752259555513,0.004664690826457081,-0.012779262036443853,0.028338102980326314,0.04965714093025322,0.0026205128037504327,-0.04867349747574957,-0.025948341284508146,-0.013300210796136044,0.02351515974067583,-0.16096577763444536,0.05881671739312227,-0.048135086599518644,-0.027953570376243006,0.04133540601753347
West_African,0.015918797434705496,0.0023326586121666416,-0.015386279096855178,0.02666147401565001,-0.0052016932451263345,0.04031222765609663,-0.014307357703577196,0.01640281774631644,-0.027439770531421555,-0.025203405490498564,-0.09570299088165725,0.004936593951581457,-0.013254666456093241,0.03106095955014881,0.05009486754668465,0.002735323989421591,-0.04840034014095476,-0.025538842576963927,-0.012156247991824425,0.024207906121802118,-0.15928902676203446,0.05691646734621772,-0.04758809731986723,-0.02728793888427417,0.042473796813800424
West_Caucasian,0.023729777779735638,0.002932188508653166,-0.016453860059892987,0.025818961538438847,-0.005628953909433793,0.04013243979889558,-0.013708404471152251,0.015851866011521235,-0.027922975903800617,-0.025579920984238554,-0.09583649083688384,0.005151636423892297,-0.014174480182225023,0.031497238398709375,0.049842384175961305,0.002095329442960662,-0.04832719638058357,-0.02565329352340858,-0.01249979149328086,0.024710567785371482,-0.15857854316335734,0.05683753203119983,-0.04781910889802275,-0.02792684787366223,0.04247199166277369
West_Med,0.02383138511566314,0.0033798298359680934,-0.01527882247445274,0.025998909599098466,-0.004556852497087569,0.03995188117600397,-0.0139333797084943,0.015899341398919128,-0.02655580092405805,-0.024700351602219714,-0.09578142902962439,0.005121782995661943,-0.013815502505983047,0.030929092433238686,0.04974065941345421,0.002834566428458835,-0.04836656062705645,-0.025543500649280855,-0.012079497774892006,0.024054629047734158,-0.15929469128212706,0.05701276535158103,-0.04775506177392705,-0.027551207819868407,0.04248038094560331
INTERCEPT,-2.2584797327458035,-0.16315972963959668,1.5589389515914909,-2.654454078326016,0.5222852763820072,-4.019102253236483,1.388292915850115,-1.5895381408142053,2.7020718520019495,2.5543749776017317,9.57533359052544,-0.49260300194487344,1.3481076955430316,-3.105246898003161,-4.991727830203585,-0.28674875935144456,4.8484081225953854,2.552855088992146,1.2112922351193203,-2.421221766685271,15.924693950330624,-5.697581706927832,4.761171087572835,2.729105842680461,-4.244843108577976
